ReviewText,Review,ReviewLength,PlayHours,DatePosted
EARLY ACCESS REVIEWKnew what I was getting into going into this. Any game that holds my attention span for more than 2 hrs. is pretty solid in my book.,Recommended,123,19.5 hrs on record,Posted: January 26
EARLY ACCESS REVIEWTo many bugs and to few instructions.,Not Recommended,48,0.6 hrs on record,Posted: January 25
EARLY ACCESS REVIEWgood way to spend time,Recommended,35,3.5 hrs on record,Posted: January 25
EARLY ACCESS REVIEWMoney grab for other projects of this studio. Won't buy any early access from them ever again.,Not Recommended,95,52.7 hrs on record,Posted: January 24
"EARLY ACCESS REVIEWThis game feels like a soulless combination of everything that was popular from 2015 to 2020. No systems interact well, everything is buggy and janky. Performance is ♥♥♥♥ and game looks like ass. Can still be fun with friends tho, if you just try to make the best out of it. Sadly, this game seems to have been abandoned even before the release of PalWorld, with minor changes and bugfixes instead of gameplay improvements being a majority of content provided over the last months.",Not Recommended,415,28.7 hrs on record,Posted: January 26
"EARLY ACCESS REVIEWive been playing this game off and on for years and really like it! i havent played palworld yet but been following the updates for it the last year or so.. happy for the makers of these games and i cant wait to see what they do with craftopia now with all the palworld monies :D this game isnt perfect, its been in early dev forever, and there are some things i am ecited to be added.. but i believe in this game and the roadmap :D BTW they just updated it on jan 24 so theres a new biome :3 give it a chance its fun when you get started and a couple mods will make it easier to build (add grid) pls dont be mean to this game :(",Recommended,516,235.0 hrs on record,Posted: January 26
"EARLY ACCESS REVIEWrest well my sweet prince. you were so fun before the Seamless World update when everything broke..And now they turned you into Palworld. :(I highly doubt after the success of Palworld, we will see further work on Craftopia. It would be wonderful but I just don't logically see it happening. Before the seamless world update, I absolutely would have recommended this game. It was a ton of fun, had a great mix of open world/fighting/survival...i hope i'm wrong and pocketpair continues to develop craftopia.",Not Recommended,441,8.5 hrs on record,Posted: January 25
EARLY ACCESS REVIEWYa'll haven't heard of Scrap Mechanic if you think this is an abandoned game... Sad to see so many ignorant reviews saying they abandoned this for Palworld when they've been actively updating and improving the game for the last year.I'm just really confused why Craftopia got review bombed for no reason whatsoever. Hope Steam deletes the irrelevant reviews just meant to tank this game.,Recommended,341,12.1 hrs on record,Posted: January 25
"EARLY ACCESS REVIEWI would like to start this review by stating the fact that I did enjoy my time playing Craftopia and got it way back when during the early days of release, but it was just a major let down whenever the updates stopped rolling out.It probably should have been red flags to me whenever they said the team was going to be developing another game while Craftopia was still being early access. This didn't really phase me too much because I trusted the size of the developer team and the scale of the game and was hopeful they stuck with their promise of having Craftopia updates along side the new game known to everyone as ""Palworld"". All of the faith I had in the company quickly disappeared as soon as I saw the number of people purchasing and playing their new game and making it one of the biggest hits on steam rivaling some of the most popular games within just a few days of release. Was this a problem? No. I am glad the company struck gold and is making profits where they earned it. Was this a huge concern of mine? Yes. This means the game they released prior to Palworld loses all of its value and goes right out of the window because they now have this giant cash cow that prints money and the developers would like to retain and further obtain players. What does this mean for Craftopia? It will get way less updates if none at all (which it currently has had zero proper major updates since seamless came out). Again it is still early access, but people that purchase a game in this state expects some sort of attention to the game in the form of updates even if they are a few months apart and not over a year. But who knows maybe Palworld will actually get constant updates because it has so many eyes on it vs Craftopia.In conclusion:Please do NOT buy this game if you are expecting it to be updated further than it currently is and if you are playing the older version (pre-seamless) I recommend playing that version of the game because it has WAY more content in it than the current version (Seamless stripped away so much of the content in the prior update that they went from 7/10 progress all the way back down to 2/10 for terms of quality content).",Not Recommended,1782,224.2 hrs on record,Posted: January 25
"EARLY ACCESS REVIEWConsidering the developers currently have 3 early access titles in development simultaneously, and their most recent release Palworld has most of the features people expected of Craftopia, I have no confidence this title will ever reach it's promised potential, especially when Palworld is one of the biggest games ever on Steam. Just buy that instead.",Not Recommended,315,27.2 hrs on record,Posted: January 25
EARLY ACCESS REVIEWKnew what I was getting into going into this. Any game that holds my attention span for more than 2 hrs. is pretty solid in my book.,Recommended,123,19.5 hrs on record,Posted: January 26
EARLY ACCESS REVIEWTo many bugs and to few instructions.,Not Recommended,48,0.6 hrs on record,Posted: January 25
EARLY ACCESS REVIEWgood way to spend time,Recommended,35,3.5 hrs on record,Posted: January 25
EARLY ACCESS REVIEWMoney grab for other projects of this studio. Won't buy any early access from them ever again.,Not Recommended,95,52.7 hrs on record,Posted: January 24
"EARLY ACCESS REVIEWThis game feels like a soulless combination of everything that was popular from 2015 to 2020. No systems interact well, everything is buggy and janky. Performance is ♥♥♥♥ and game looks like ass. Can still be fun with friends tho, if you just try to make the best out of it. Sadly, this game seems to have been abandoned even before the release of PalWorld, with minor changes and bugfixes instead of gameplay improvements being a majority of content provided over the last months.",Not Recommended,415,28.7 hrs on record,Posted: January 26
"EARLY ACCESS REVIEWive been playing this game off and on for years and really like it! i havent played palworld yet but been following the updates for it the last year or so.. happy for the makers of these games and i cant wait to see what they do with craftopia now with all the palworld monies :D this game isnt perfect, its been in early dev forever, and there are some things i am ecited to be added.. but i believe in this game and the roadmap :D BTW they just updated it on jan 24 so theres a new biome :3 give it a chance its fun when you get started and a couple mods will make it easier to build (add grid) pls dont be mean to this game :(",Recommended,516,235.0 hrs on record,Posted: January 26
"EARLY ACCESS REVIEWrest well my sweet prince. you were so fun before the Seamless World update when everything broke..And now they turned you into Palworld. :(I highly doubt after the success of Palworld, we will see further work on Craftopia. It would be wonderful but I just don't logically see it happening. Before the seamless world update, I absolutely would have recommended this game. It was a ton of fun, had a great mix of open world/fighting/survival...i hope i'm wrong and pocketpair continues to develop craftopia.",Not Recommended,441,8.5 hrs on record,Posted: January 25
EARLY ACCESS REVIEWYa'll haven't heard of Scrap Mechanic if you think this is an abandoned game... Sad to see so many ignorant reviews saying they abandoned this for Palworld when they've been actively updating and improving the game for the last year.I'm just really confused why Craftopia got review bombed for no reason whatsoever. Hope Steam deletes the irrelevant reviews just meant to tank this game.,Recommended,341,12.1 hrs on record,Posted: January 25
"EARLY ACCESS REVIEWI would like to start this review by stating the fact that I did enjoy my time playing Craftopia and got it way back when during the early days of release, but it was just a major let down whenever the updates stopped rolling out.It probably should have been red flags to me whenever they said the team was going to be developing another game while Craftopia was still being early access. This didn't really phase me too much because I trusted the size of the developer team and the scale of the game and was hopeful they stuck with their promise of having Craftopia updates along side the new game known to everyone as ""Palworld"". All of the faith I had in the company quickly disappeared as soon as I saw the number of people purchasing and playing their new game and making it one of the biggest hits on steam rivaling some of the most popular games within just a few days of release. Was this a problem? No. I am glad the company struck gold and is making profits where they earned it. Was this a huge concern of mine? Yes. This means the game they released prior to Palworld loses all of its value and goes right out of the window because they now have this giant cash cow that prints money and the developers would like to retain and further obtain players. What does this mean for Craftopia? It will get way less updates if none at all (which it currently has had zero proper major updates since seamless came out). Again it is still early access, but people that purchase a game in this state expects some sort of attention to the game in the form of updates even if they are a few months apart and not over a year. But who knows maybe Palworld will actually get constant updates because it has so many eyes on it vs Craftopia.In conclusion:Please do NOT buy this game if you are expecting it to be updated further than it currently is and if you are playing the older version (pre-seamless) I recommend playing that version of the game because it has WAY more content in it than the current version (Seamless stripped away so much of the content in the prior update that they went from 7/10 progress all the way back down to 2/10 for terms of quality content).",Not Recommended,1782,224.2 hrs on record,Posted: January 25
"EARLY ACCESS REVIEWConsidering the developers currently have 3 early access titles in development simultaneously, and their most recent release Palworld has most of the features people expected of Craftopia, I have no confidence this title will ever reach it's promised potential, especially when Palworld is one of the biggest games ever on Steam. Just buy that instead.",Not Recommended,315,27.2 hrs on record,Posted: January 25
